year,month,day,length,weight,sex,maturity,gonad_weight,gsi
2017,Jan,6,19.2,57.4,M,II,0.2,0.348
2017,Jan,6,17.7,40.8,M,II,0.2,0.49
2017,Jan,6,16.9,40.6,F,II,0.2,0.493
2017,Jan,6,19.8,80.8,F,II,0.4,0.495
2017,Jan,6,17.9,42.5,F,II,0.3,0.706
2017,Jan,6,18.3,47.6,M,III,0.5,1.05
2017,Jan,6,19.5,67.6,F,III,1.5,2.219
2017,Jan,6,16.7,33.9,F,II,0.4,1.18
2017,Jan,6,17.1,38.3,F,II,0.3,0.783
2017,Jan,6,19.9,59.4,M,II,1.4,2.357
2017,Jan,6,19.8,80.4,F,II,0.5,0.622
2017,Jan,6,16.7,40.9,F,II,0.1,0.244
2017,Jan,6,18,51.4,F,II,0.4,0.778
2017,Jan,6,20.1,79.2,F,II,0.5,0.631
2017,Jan,6,20.8,84.1,M,III,1.7,2.021
2017,Jan,6,19.6,78.1,F,II,0.5,0.64
2017,Jan,6,19.7,70.2,F,II,0.7,0.997
2017,Jan,6,19.1,65.8,F,II,0.6,0.912
2017,Jan,12,17.1,37.2,M,III,0.6,1.613
2017,Jan,12,16.4,29.8,M,III,0.2,0.671
2017,Jan,12,21.2,77.4,F,III,2.1,2.713
2017,Jan,12,23.1,120.7,F,IV,2.3,1.906
2017,Jan,12,16.4,39.1,M,III,0.3,0.767
2017,Jan,12,19.3,61.9,F,III,1.7,2.746
2017,Jan,12,15,28.1,M,III,0.1,0.356
2017,Jan,12,15.3,27.5,M,III,0.2,0.727
2017,Jan,12,20.4,75.9,F,III,1.9,2.503
2017,Jan,12,21.5,77.8,F,IV,1.9,2.442
2017,Jan,12,15.7,30.2,M,III,0.2,0.662
2017,Jan,12,19.6,80.3,F,III,0.9,1.121
2017,Jan,12,17.9,48.9,F,III,0.6,1.227
2017,Jan,12,20.6,75.8,F,III,1.8,2.375
2017,Jan,12,15.9,60.7,F,III,0.8,1.318
2017,Jan,12,16.5,61.3,F,III,0.5,0.816
2017,Jan,12,16.8,70.2,F,III,0.7,0.997
2017,Jan,18,18.5,61.2,M,IV,0.4,0.654
2017,Jan,18,21.6,97.3,F,V,4.4,4.522
2017,Jan,18,23.6,141.2,F,IV,2,1.416
2017,Jan,18,21.2,78.1,F,IV,1.8,2.305
2017,Jan,18,17.6,53.6,F,V,3.1,5.784
2017,Jan,18,18.7,61.7,F,V,2.8,4.538
2017,Jan,18,24.2,143.9,F,IV,6.7,4.656
2017,Jan,18,20.8,81.9,F,V,4.1,5.006
2017,Jan,18,19.4,70.8,F,V,3.2,4.52
2017,Jan,18,20.9,69.4,F,IV,1.5,2.161
2017,Jan,18,19.8,67.4,M,IV,0.7,1.039
2017,Jan,18,22,91.5,F,V,2.4,2.623
2017,Jan,18,18.3,43.8,F,V,1.1,2.511
2017,Jan,18,19.8,73.6,F,V,4,5.435
2017,Jan,18,18.8,61.9,F,V,1.2,1.939
2017,Jan,18,14.6,24.1,F,I,0,0
2017,Jan,18,20.9,82.3,F,V,1.6,1.944
2017,Jan,18,18.4,44.1,F,V,1.2,2.721
2017,Jan,18,14.9,26.3,F,I,0,0
2017,Jan,18,13.9,23.8,F,I,0,0
2017,Jan,18,20.6,71.3,F,V,1.4,1.964
2017,Jan,18,19.3,68.1,F,V,1.6,2.349
2017,Jan,18,21.3,99.5,F,V,3,3.015
2017,Jan,18,14.2,20.9,F,I,0,0
2017,Jan,18,14.9,27.4,F,I,0,0
2017,Jan,18,15.2,27,F,I,0,0
2017,Jan,18,14.3,20.6,M,I,0,0
2017,Feb,3,19.6,59.9,F,II,0.8,1.336
2017,Feb,3,14.2,21.3,F,I,0,0
2017,Feb,3,15.5,27.6,F,I,0,0
2017,Feb,3,14.2,20.7,M,II,0,0
2017,Feb,3,15.1,26.9,F,I,0,0
2017,Feb,3,14.6,21.5,F,I,0,0
2017,Feb,3,14,23.8,F,I,0,0
2017,Feb,3,19.3,60.6,F,II,0.5,0.825
2017,Feb,3,16.5,32.9,M,II,0.3,0.912
2017,Feb,3,14.4,20.6,M,I,0,0
2017,Feb,3,15.8,27.6,F,I,0,0
2017,Feb,3,17.8,46.7,M,II,0.3,0.642
2017,Feb,3,14.5,20.6,F,I,0,0
2017,Feb,3,15.6,27.2,F,I,0,0
2017,Feb,3,14.3,20.3,M,I,0,0
2017,Feb,3,19.9,80.9,F,II,0.7,0.865
2017,Feb,3,21.6,90.5,F,II,0.6,0.663
2017,Feb,3,19.3,70.5,M,II,0.5,0.709
2017,Feb,3,21.7,105,F,II,0.6,0.571
2017,Feb,3,17.4,46.7,M,II,0.4,0.857
2017,Feb,3,15.6,32.6,M,II,0.3,0.92
2017,Feb,3,24.1,120.1,M,III,0.5,0.416
2017,Feb,3,26.6,190.1,F,III,8.5,4.471
2017,Feb,3,14.6,31.1,M,II,0.1,0.322
2017,Feb,3,12.1,27.6,M,II,0.3,1.087
2017,Feb,3,20,70.5,F,II,0.4,0.567
2017,Feb,3,18.1,55.8,F,II,0.3,0.538
2017,Feb,3,25.1,140.5,M,III,1,0.712
2017,Feb,3,17.3,42.7,M,II,0.3,0.703
2017,Feb,3,19.6,63.2,M,II,0.1,0.158
2017,Feb,3,15.6,29.8,F,II,0.3,1.007
2017,Feb,21,20.6,86.2,F,IV,3.3,3.828
2017,Feb,21,23.6,141.5,F,IV,5.9,4.17
2017,Feb,21,16.6,40.9,M,IV,0.3,0.733
2017,Feb,21,22.1,92.4,F,V,2.5,2.706
2017,Feb,21,21.1,80.3,M,IV,0.7,0.872
2017,Feb,21,18.1,60.9,F,IV,0.5,0.821
2017,Feb,21,18.8,62.7,F,V,2.3,3.668
2017,Feb,21,19.7,77.1,F,V,2.6,3.372
2017,Feb,21,20.7,86.7,F,IV,3.1,3.576
2017,Feb,21,20,70.3,M,IV,0.8,1.138
2017,Feb,21,20.8,86.5,F,IV,3.6,4.162
2017,Feb,21,19,52.9,F,V,2.5,4.726
2017,Feb,21,19,66,F,V,2.5,3.788
2017,Mar,15,20,68.8,F,V,1.7,2.471
2017,Mar,15,24.3,142.2,F,IV,6.1,4.29
2017,Mar,15,20.4,67.6,M,IV,0.7,1.036
2017,Mar,15,22.7,92.2,F,V,2.5,2.711
2017,Mar,15,19.4,62.6,F,V,1.2,1.917
2017,Mar,15,24.2,141.3,F,IV,5.9,4.176
2017,Mar,15,18.5,49.5,M,IV,0.8,1.616
2017,Mar,15,26.5,147,F,IV,4.8,3.265
2017,Mar,15,21.7,96.1,F,V,3.6,3.746
2017,Mar,15,19.2,60.7,M,IV,0.4,0.659
2017,Mar,15,18.7,58.2,F,V,2.4,4.124
2017,Mar,15,21.2,86,F,IV,3,3.488
2017,Mar,24,21.7,96.2,F,V,4.1,4.262
2017,Mar,24,21.6,95.6,F,V,3.9,4.079
2017,Mar,24,18.2,44.3,F,V,1,2.257
2017,Mar,24,12.3,21,F,I,0,0
2017,Mar,24,14.6,22.6,F,I,0,0
2017,Mar,24,13.9,25.2,F,I,0,0
2017,Mar,24,14.5,24.5,F,I,0,0
2017,Mar,24,22.6,133.9,F,V,3.8,2.838
2017,Mar,24,14.7,25.6,F,I,0,0
2017,Mar,24,15,27.3,F,I,0,0
2017,Mar,24,14,24.5,F,I,0,0
2017,Mar,24,15.2,27.6,F,I,0,0
2017,Mar,24,14.4,21,M,I,0,0
2017,Mar,24,14.9,26.8,F,I,0,0
2017,Mar,24,15.3,28.2,F,I,0,0
2017,Mar,24,15.5,29.3,F,I,0,0
2017,Apr,5,22,10.4,M,III,0.4,3.846
2017,Apr,5,20.3,82,M,III,0.4,0.488
2017,Apr,5,20.3,85,M,II,0.5,0.588
2017,Apr,5,17.5,57,M,II,0.2,0.351
2017,Apr,5,22.1,104,M,II,0.5,0.481
2017,Apr,5,18,61,M,II,0.4,0.656
2017,Apr,5,17.6,57,M,II,0.2,0.351
2017,Apr,5,18.2,58,M,II,0.1,0.172
2017,Apr,5,18.5,58,M,II,0.1,0.172
2017,Apr,5,18.7,66,M,II,0.3,0.455
2017,Apr,5,20.1,86,F,II,0.3,0.349
2017,Apr,5,19.5,78,M,III,0.4,0.513
2017,Apr,5,17.9,58,F,II,0.3,0.517
2017,Apr,5,20.1,84,F,II,0.4,0.476
2017,Apr,12,22.2,105.8,M,III,0.7,0.662
2017,Apr,12,18.4,44.6,M,III,0.4,0.897
2017,Apr,12,20.6,67.8,M,IV,0.8,1.18
2017,Apr,12,20.7,81.8,F,III,0.7,0.856
2017,Apr,12,19.7,80,F,III,3.3,4.125
2017,Apr,12,19.6,69.7,M,III,0.5,0.717
2017,Apr,12,20.6,81.2,F,III,0.6,0.739
2017,Apr,12,21.2,80.5,M,IV,0.8,0.994
2017,Apr,12,17.9,48.6,M,III,0.4,0.823
2017,Apr,12,18.2,51.9,F,III,2.5,4.817
2017,Apr,12,25.7,80.9,F,III,4,4.944
2017,Apr,12,20.8,85.8,F,IV,3.6,4.196
2017,Apr,12,17,43.3,M,III,0.2,0.462
2017,Apr,12,21.1,85.8,F,III,2.3,2.681
2017,Apr,21,27.8,244.1,F,V,11.3,4.629
2017,Apr,21,26.7,147.5,F,IV,5,3.39
2017,Apr,21,21.2,80.8,M,IV,0.5,0.619
2017,Apr,21,15.9,35.9,M,III,0.2,0.557
2017,Apr,21,21,82.7,F,V,1.7,2.056
2017,Apr,21,19.9,78.1,F,V,6.4,8.195
2017,Apr,21,20.7,86.4,F,IV,3.5,4.051
2017,Apr,21,19.2,64.6,F,III,1.3,2.012
2017,Apr,21,20.9,86.9,F,IV,3,3.452
2017,Apr,21,19.9,66.1,M,IV,0.6,0.908
2017,Apr,21,20.6,68.3,M,IV,0.8,1.171
2017,Apr,21,19.7,76.5,F,V,2.6,3.399
2017,Apr,21,20.8,86.9,F,IV,3.7,4.258
2017,May,3,19.8,72.3,F,II,0.4,0.553
2017,May,3,17.3,42.4,F,II,0.2,0.472
2017,May,3,16.5,42.3,M,III,0.2,0.473
2017,May,3,16.6,42.6,F,II,0.2,0.469
2017,May,3,15.8,34.1,M,III,0.1,0.293
2017,May,3,16.1,36.4,F,II,0.2,0.549
2017,May,3,19.5,67.5,F,II,0.5,0.741
2017,May,3,19.3,66.9,F,II,0.3,0.448
2017,May,3,20.5,71.8,F,II,0.6,0.836
2017,May,3,17.2,43.8,F,II,0.2,0.457
2017,May,3,18.3,55.5,F,II,0.3,0.541
2017,May,3,16.9,42.5,M,III,0.2,0.471
2017,May,3,17.1,50.6,F,II,0,0
2017,May,3,16.3,40.1,F,II,0.2,0.499
2017,May,3,16.6,42.3,M,III,0.2,0.473
2017,May,3,17,54.3,F,II,0.5,0.921
2017,May,3,18.6,61.6,F,II,0.3,0.487
2017,May,3,12,17.1,F,I,0,0
2017,May,3,20.3,84,F,II,0.5,0.595
2017,May,3,18.2,55.1,F,II,0.4,0.726
2017,May,3,18.1,57.2,F,II,0.4,0.699
2017,May,3,18.7,40.6,F,II,0.2,0.493
2017,May,24,19.6,61.1,M,IV,0.8,1.309
2017,May,24,24,145.5,F,IV,6.3,4.33
2017,May,24,20.8,85.7,F,IV,3.6,4.201
2017,May,24,21.2,86.9,F,IV,3.2,3.682
2017,May,24,19.3,65.5,F,V,2.8,4.275
2017,May,24,20.3,78.6,F,V,6.8,8.651
2017,May,24,17.8,40.4,M,IV,0.7,1.733
2017,May,24,21,68.7,M,IV,1.2,1.747
2017,May,24,21.2,82.4,F,V,1.8,2.184
2017,May,24,20.8,85.7,F,IV,3.3,3.851
2017,May,24,20.1,65.6,F,V,2.1,3.201
2017,May,24,19.8,79.6,F,III,3.6,4.523
2017,May,24,18.8,49.9,M,IV,1.2,2.405
2017,May,24,13,16,M,I,0,0
2017,May,24,12.2,15.8,F,I,0,0
2017,May,24,13.1,17,M,I,0,0
2017,May,24,12.8,17.4,M,II,0,0
2017,May,24,13,24.6,M,II,0,0
2017,May,24,14.5,27.4,M,III,0.1,0.365
2017,May,24,13.2,17.5,F,I,0,0
2017,May,24,13.9,23.3,M,II,0,0
2017,May,24,13.1,17.4,M,II,0,0
2017,May,24,12.3,15.4,M,I,0,0
2017,May,24,13.2,19.7,M,II,0,0
2017,May,24,14,20.5,M,II,0,0
2017,May,24,14.3,23,M,I,0,0
2017,May,24,13.4,19.4,M,II,0,0
2017,May,24,13.5,17.9,M,I,0,0
2017,May,24,13.3,16.6,M,III,0.2,1.205
2017,May,24,13.7,21.9,M,III,0.1,0.457
2017,May,24,12.6,16,M,II,0,0
2017,May,24,13.3,18.3,M,I,0,0
2017,May,24,14,20,M,II,0,0
2017,May,24,12.5,14.4,F,I,0,0
2017,May,24,14.3,25.4,M,II,0,0
2017,May,24,13.2,18.5,M,I,0,0
2017,May,24,14.2,22,M,I,0,0
2017,May,24,13.8,22.1,M,II,0,0
2017,May,24,12.9,15.8,M,I,0,0
2017,May,24,12.5,21,M,II,0,0
2017,May,24,12.7,17.8,M,II,0,0
2017,May,24,12.9,16.5,F,I,0,0
2017,May,24,13.2,19.4,M,II,0,0
2017,May,24,13.8,21.4,M,II,0,0
2017,May,24,14.1,22.3,M,I,0,0
2017,May,24,13.5,24.6,M,II,0,0
2017,May,24,13.8,20,F,I,0,0
2017,May,24,14,22.4,F,II,0,0
2017,May,24,12,15.3,F,II,0,0
2017,May,24,11.8,13,F,II,0,0
2017,May,24,12.3,14,F,II,0,0
2017,Jun,9,20.9,83,F,V,1.8,2.169
2017,Jun,9,21,82.8,F,V,2,2.415
2017,Jun,9,22.7,92.5,F,V,2.8,3.027
2017,Jun,9,19.3,68.4,F,V,1.6,2.339
2017,Jun,9,22,91.8,F,V,2.7,2.941
2017,Jun,9,18.7,62.1,F,V,2.5,4.026
2017,Jun,9,20.3,79.9,F,V,2.6,3.254
2017,Jun,9,19.3,71.7,F,V,5.9,8.229
2017,Jun,9,15.2,27.9,F,I,0,0
2017,Jun,9,14.6,24.3,F,I,0,0
2017,Jun,9,21.5,97.2,F,V,4.5,4.63
2017,Jun,9,19.5,65.3,F,V,3.9,5.972
2017,Jun,9,18.9,65.4,F,V,2.7,4.128
2017,Jun,15,15.5,29.8,F,I,0,0
2017,Jun,15,14,25,F,I,0,0
2017,Jun,15,14.6,23.1,F,I,0,0
2017,Jun,15,20.3,84.5,F,II,1,1.183
2017,Jun,15,18.3,56,F,II,0.6,1.071
2017,Jun,15,14.8,25.3,F,I,0,0
2017,Jun,15,14.9,24.9,F,I,0,0
2017,Jun,15,14.5,21.1,F,I,0,0
2017,Jun,15,15.1,27.4,F,I,0,0
2017,Jun,15,16.1,36.9,F,II,0.7,1.897
2017,Jun,15,14.9,27.9,F,I,0,0
2017,Jun,15,15.3,27.8,F,I,0,0
2017,Jun,15,15.8,28.9,F,I,0,0
2017,Jun,15,14.3,24.4,F,I,0,0
2017,Jun,15,17.9,58.5,F,II,0.8,1.368
2017,Jun,15,17.6,57.5,F,II,0.7,1.217
2017,Jun,15,15.5,28.1,F,I,0,0
2017,Jun,15,15.2,27.6,F,I,0,0
2017,Jun,15,20.5,79.4,F,II,0.6,0.756
2017,Jun,15,14.1,23.9,F,I,0,0
2017,Jun,15,15.4,27.4,F,I,0,0
2017,Jun,15,15.6,27.8,F,I,0,0
2017,Jun,15,13.8,24.7,F,I,0,0
2017,Jun,21,17,55,F,II,0.5,0.909
2017,Jun,21,19.5,68.2,F,II,0.6,0.88
2017,Jun,21,20.1,86.7,F,II,0.4,0.461
2017,Jun,21,17.5,57.7,F,II,0.3,0.52
2017,Jun,21,19.4,64.8,F,II,0.8,1.235
2017,Jun,21,19.9,60.9,F,II,1,1.642
2017,Jun,21,17,41.4,M,III,0.2,0.483
2017,Jun,21,20,71.2,F,II,0.5,0.702
2017,Jun,21,21.6,91.2,F,II,0.7,0.768
2017,Jun,21,15.1,27.5,F,II,0.1,0.364
2017,Jun,21,13.9,21.1,M,II,0,0
2017,Jun,21,18.8,55.9,F,II,0.5,0.894
2017,Jun,21,19,57.6,M,II,0.3,0.521
2017,Jun,21,16.7,42.3,F,II,0.5,1.182
2017,Jun,21,14.2,25.9,M,III,0.1,0.386
2017,Jun,21,19.9,73.2,F,II,0.8,1.093
2017,Jun,21,19.6,61.9,F,II,0.7,1.131
2017,Jun,21,14,27.9,F,II,0.4,1.434
2017,Jun,21,18.6,56,F,II,0.6,1.071
2017,Jun,21,15.5,33.5,M,III,0.2,0.597
2017,Jun,21,19.2,62.5,M,III,0.3,0.48
2017,Jun,30,19.8,90,M,III,1.1,1.222
2017,Jun,30,19.2,74.6,F,III,1.7,2.279
2017,Jun,30,19.7,77.5,F,IV,4.1,5.29
2017,Jun,30,20.7,91.8,F,III,1.7,1.852
2017,Jun,30,21.3,98.5,M,III,0.9,0.914
2017,Jun,30,25.7,191.6,F,III,4.6,2.401
2017,Jun,30,17.7,50.5,M,III,0.7,1.386
2017,Jun,30,18.1,68.5,M,III,0.8,1.168
2017,Jun,30,21.3,96.9,M,III,1.3,1.342
2017,Jun,30,16.8,42.9,F,III,0.5,1.166
2017,Jun,30,20.8,90.5,F,III,2.6,2.873
2017,Jun,30,20.7,96.7,F,IV,3.5,3.619
2017,Jun,30,18.8,64.8,F,III,1.1,1.698
2017,Jun,30,16.2,47.3,F,III,1.7,3.594
2017,Jul,6,22.3,92.1,F,V,3,3.257
2017,Jul,6,20.8,86,F,IV,3.3,3.837
2017,Jul,6,18.8,50.2,M,IV,1.2,2.39
2017,Jul,6,17.8,40.7,M,IV,0.7,1.72
2017,Jul,6,23.7,145.2,F,IV,6,4.132
2017,Jul,6,20.6,78.9,F,V,7.1,8.999
2017,Jul,6,20.8,87.2,F,IV,4,4.587
2017,Jul,6,20.9,86.9,F,IV,3.2,3.682
2017,Jul,6,26.7,147.8,F,IV,5.3,3.586
2017,Jul,6,19.1,62.4,F,V,1.3,2.083
2017,Jul,6,21.2,88,F,IV,3.2,3.636
2017,Jul,12,20.7,80.3,F,V,3,3.736
2017,Jul,12,21.4,83.2,F,V,2.4,2.885
2017,Jul,12,19.3,65.9,F,V,2.8,4.249
2017,Jul,12,20.9,83.1,F,V,1.5,1.805
2017,Jul,12,19.6,66.9,F,V,3,4.484
2017,Jul,12,27.8,244.6,F,V,11.3,4.62
2017,Jul,12,18.7,58.6,F,V,2.8,4.778
2017,Jul,12,19.4,66.4,F,V,2.9,4.367
2017,Jul,12,14.7,22.1,F,I,0,0
2017,Jul,12,21.3,99.9,F,V,3,3.003
2017,Jul,12,18.8,62.3,F,V,1.6,2.568
2017,Jul,12,15.9,30.2,F,I,0,0
2017,Jul,12,13.8,24.6,F,I,0,0
2017,Jul,18,18.5,56.9,F,II,0.4,0.703
2017,Jul,18,18.8,59.2,F,II,0.6,1.014
2017,Jul,18,17.5,40.7,F,II,0.3,0.737
2017,Jul,18,17.5,47.9,M,III,0.2,0.418
2017,Jul,18,17.8,51.3,F,II,0.5,0.975
2017,Jul,18,17,38.2,M,III,0.4,1.047
2017,Jul,18,19.8,64.8,F,III,1,1.543
2017,Jul,18,16.7,36.6,M,III,0.2,0.546
2017,Jul,18,18.2,50.2,F,II,0.6,1.195
2017,Jul,18,18,58,F,III,1,1.724
2017,Jul,18,18.1,50.8,F,II,0.5,0.984
2017,Jul,18,18.3,57.7,F,II,0.6,1.04
2017,Jul,18,17.2,40.6,F,II,0.3,0.739
2017,Jul,18,17.6,47,F,II,0.5,1.064
2017,Jul,18,18.6,52.6,F,II,0.5,0.951
2017,Jul,18,22.4,96.5,M,III,0.4,0.415
2017,Jul,18,19,65.8,F,III,1.4,2.128
2017,Jul,18,19.5,58.4,F,II,0.6,1.027
2017,Jul,18,19,59.6,F,II,0.6,1.007
2017,Jul,18,18.8,56.3,F,III,1.6,2.842
2017,Jul,18,15,42.7,F,II,0.3,0.703
2017,Jul,18,15.2,28.4,M,III,0.1,0.352
2017,Jul,27,18.6,69,M,III,0.8,1.159
2017,Jul,27,19.8,90.5,M,III,1.1,1.215
2017,Jul,27,25.9,184.6,F,III,5.4,2.925
2017,Jul,27,18.1,52.5,F,III,2.7,5.143
2017,Jul,27,22.8,107.5,M,III,0.7,0.651
2017,Jul,27,25.9,150.8,F,IV,5.3,3.515
2017,Jul,27,19.5,64.7,F,III,2.3,3.555
2017,Jul,27,19.2,65.1,F,III,1.3,1.997
2017,Jul,27,17.9,49.1,M,III,0.9,1.833
2017,Jul,27,22.2,106.3,M,III,1.1,1.035
2017,Jul,27,22.7,108,M,IV,0.9,0.833
2017,Jul,27,18.6,56.4,M,III,0.5,0.887
2017,Aug,3,19.7,77.8,F,IV,4.4,5.656
2017,Aug,3,17.8,41,M,IV,1,2.439
2017,Aug,3,26.4,173.9,F,IV,5.3,3.048
2017,Aug,3,18.9,58.9,F,V,3,5.093
2017,Aug,3,19.6,61.4,M,IV,1.1,1.792
2017,Aug,3,17.8,40.7,M,IV,1,2.457
2017,Aug,3,19.3,66.2,F,V,3.1,4.683
2017,Aug,3,19.9,66.5,M,IV,0.9,1.353
2017,Aug,3,26,146.9,F,IV,5.3,3.608
2017,Aug,3,21,85.7,F,IV,3.3,3.851
2017,Aug,3,20.6,79.2,F,V,7.4,9.343
2017,Aug,3,17.2,49.7,F,III,1,2.012
2017,Aug,3,20.5,85.6,F,IV,3.3,3.855
2017,Aug,9,18.7,58.9,F,V,3.1,5.263
2017,Aug,9,19.3,66.2,F,V,3.2,4.834
2017,Aug,9,20.6,79.2,F,V,6.9,8.712
2017,Aug,9,21.5,97.5,F,V,4.8,4.923
2017,Aug,9,21.8,91.5,F,V,2.5,2.732
2017,Aug,9,20.9,83.3,F,V,1.5,1.801
2017,Aug,9,19,65.8,F,V,3.2,4.863
2017,Aug,9,15.6,27.6,F,I,0,0
2017,Aug,9,19.7,65.5,F,V,2,3.053
2017,Aug,9,14.8,24.8,F,I,0,0
2017,Aug,9,16.9,45,F,V,2.8,6.222
2017,Aug,15,15.5,29.8,F,III,0.5,1.678
2017,Aug,15,15.4,27.9,F,I,0,0
2017,Aug,15,15.3,28.3,F,I,0,0
2017,Aug,15,14.6,23.6,F,I,0,0
2017,Aug,15,13.9,25.1,F,I,0,0
2017,Aug,15,14.4,21.5,M,I,0,0
2017,Aug,15,13.5,17.8,M,II,0,0
2017,Aug,15,17.5,59.5,F,II,0.8,1.345
2017,Aug,15,13.9,25.7,F,I,0,0
2017,Aug,15,14.8,25.3,F,I,0,0
2017,Aug,15,14.6,21.4,M,I,0,0
2017,Aug,15,16.2,33.5,F,II,0.8,2.388
2017,Aug,15,15.8,29,F,I,0,0
2017,Aug,15,16.5,29.4,F,II,0.4,1.361
2017,Aug,15,14.4,21.1,M,I,0,0
2017,Aug,15,14.3,20.9,M,I,0,0
2017,Aug,15,13.8,25.1,F,I,0,0
2017,Aug,15,14.6,24.6,F,I,0,0
2017,Aug,15,15.6,27.7,F,I,0,0
2017,Aug,15,14.4,21.6,M,I,0,0
2017,Aug,15,13.9,25.1,F,I,0,0
2017,Aug,15,15.2,27.6,F,I,0,0
2017,Aug,15,14,25.5,F,I,0,0
2017,Aug,15,15.6,27,F,I,0,0
2017,Aug,15,13.6,23.2,M,I,0,0
